trial,class,flips,ns,seed,kem,decap_rc
480,clean,0,14292,123,kyber1024,0
481,clean,0,14291,123,kyber1024,0
482,clean,0,14334,123,kyber1024,0
483,clean,0,14375,123,kyber1024,0
484,clean,0,13625,123,kyber1024,0
485,clean,0,13250,123,kyber1024,0
486,clean,0,13292,123,kyber1024,0
487,clean,0,13250,123,kyber1024,0
488,clean,0,13375,123,kyber1024,0
489,clean,0,13333,123,kyber1024,0
490,clean,0,13208,123,kyber1024,0
491,clean,0,13334,123,kyber1024,0
492,clean,0,13291,123,kyber1024,0
493,clean,0,13334,123,kyber1024,0
494,clean,0,13292,123,kyber1024,0
495,clean,0,13250,123,kyber1024,0
496,clean,0,13250,123,kyber1024,0
497,clean,0,13292,123,kyber1024,0
498,clean,0,13333,123,kyber1024,0
499,clean,0,13334,123,kyber1024,0
500,clean,0,13167,123,kyber1024,0
501,clean,0,13291,123,kyber1024,0
502,clean,0,13334,123,kyber1024,0
503,clean,0,13250,123,kyber1024,0
504,clean,0,13333,123,kyber1024,0
505,clean,0,13250,123,kyber1024,0
506,clean,0,13333,123,kyber1024,0
507,clean,0,13250,123,kyber1024,0
508,clean,0,13292,123,kyber1024,0
509,clean,0,13250,123,kyber1024,0
510,clean,0,13208,123,kyber1024,0
511,clean,0,13292,123,kyber1024,0
512,clean,0,13333,123,kyber1024,0
513,clean,0,13291,123,kyber1024,0
514,clean,0,13250,123,kyber1024,0
515,clean,0,13292,123,kyber1024,0
516,clean,0,13416,123,kyber1024,0
517,clean,0,13250,123,kyber1024,0
518,clean,0,13250,123,kyber1024,0
519,clean,0,13291,123,kyber1024,0
520,clean,0,13292,123,kyber1024,0
521,clean,0,13250,123,kyber1024,0
522,clean,0,13291,123,kyber1024,0
523,clean,0,13250,123,kyber1024,0
524,clean,0,13250,123,kyber1024,0
525,clean,0,13291,123,kyber1024,0
526,clean,0,13291,123,kyber1024,0
527,clean,0,13208,123,kyber1024,0
528,clean,0,13291,123,kyber1024,0
529,clean,0,13292,123,kyber1024,0
530,clean,0,13250,123,kyber1024,0
531,clean,0,13333,123,kyber1024,0
532,clean,0,13292,123,kyber1024,0
533,clean,0,13333,123,kyber1024,0
534,clean,0,13333,123,kyber1024,0
535,clean,0,13333,123,kyber1024,0
536,clean,0,13291,123,kyber1024,0
537,clean,0,13250,123,kyber1024,0
538,clean,0,13333,123,kyber1024,0
539,clean,0,13292,123,kyber1024,0
540,clean,0,13292,123,kyber1024,0
541,clean,0,13250,123,kyber1024,0
542,clean,0,13333,123,kyber1024,0
543,clean,0,13375,123,kyber1024,0
544,clean,0,13291,123,kyber1024,0
545,clean,0,13208,123,kyber1024,0
546,clean,0,13250,123,kyber1024,0
547,clean,0,13292,123,kyber1024,0
548,clean,0,13250,123,kyber1024,0
549,clean,0,13333,123,kyber1024,0
550,clean,0,13250,123,kyber1024,0
551,clean,0,13291,123,kyber1024,0
552,clean,0,13250,123,kyber1024,0
553,clean,0,13333,123,kyber1024,0
554,clean,0,13292,123,kyber1024,0
555,clean,0,13209,123,kyber1024,0
556,clean,0,13291,123,kyber1024,0
557,clean,0,13292,123,kyber1024,0
558,clean,0,13250,123,kyber1024,0
559,clean,0,13250,123,kyber1024,0
560,clean,0,13250,123,kyber1024,0
561,clean,0,13291,123,kyber1024,0
562,clean,0,13292,123,kyber1024,0
563,clean,0,13334,123,kyber1024,0
564,clean,0,13291,123,kyber1024,0
565,clean,0,13334,123,kyber1024,0
566,clean,0,13291,123,kyber1024,0
567,clean,0,13334,123,kyber1024,0
568,clean,0,13292,123,kyber1024,0
569,clean,0,13250,123,kyber1024,0
570,clean,0,13292,123,kyber1024,0
571,clean,0,13333,123,kyber1024,0
572,clean,0,13334,123,kyber1024,0
573,clean,0,13291,123,kyber1024,0
574,clean,0,13292,123,kyber1024,0
575,clean,0,13250,123,kyber1024,0
576,clean,0,13416,123,kyber1024,0
577,clean,0,13417,123,kyber1024,0
578,clean,0,13333,123,kyber1024,0
579,clean,0,13250,123,kyber1024,0
580,clean,0,13292,123,kyber1024,0
581,clean,0,13333,123,kyber1024,0
582,clean,0,13291,123,kyber1024,0
583,clean,0,13208,123,kyber1024,0
584,clean,0,13292,123,kyber1024,0
585,clean,0,13250,123,kyber1024,0
586,clean,0,13291,123,kyber1024,0
587,clean,0,13291,123,kyber1024,0
588,clean,0,13250,123,kyber1024,0
589,clean,0,13292,123,kyber1024,0
590,clean,0,13292,123,kyber1024,0
591,clean,0,13250,123,kyber1024,0
592,clean,0,13292,123,kyber1024,0
593,clean,0,13208,123,kyber1024,0
594,clean,0,13291,123,kyber1024,0
595,clean,0,13291,123,kyber1024,0
596,clean,0,13250,123,kyber1024,0
597,clean,0,13333,123,kyber1024,0
598,clean,0,13292,123,kyber1024,0
599,clean,0,13334,123,kyber1024,0
600,clean,0,13333,123,kyber1024,0
601,clean,0,13375,123,kyber1024,0
602,clean,0,13333,123,kyber1024,0
603,clean,0,13375,123,kyber1024,0
604,clean,0,13333,123,kyber1024,0
605,clean,0,13375,123,kyber1024,0
606,clean,0,13292,123,kyber1024,0
607,clean,0,13375,123,kyber1024,0
608,clean,0,13291,123,kyber1024,0
609,clean,0,13291,123,kyber1024,0
610,clean,0,13250,123,kyber1024,0
611,clean,0,13292,123,kyber1024,0
612,clean,0,13333,123,kyber1024,0
613,clean,0,13250,123,kyber1024,0
614,clean,0,13375,123,kyber1024,0
615,clean,0,13291,123,kyber1024,0
616,clean,0,13250,123,kyber1024,0
617,clean,0,13333,123,kyber1024,0
618,clean,0,13375,123,kyber1024,0
619,clean,0,13250,123,kyber1024,0
620,clean,0,13292,123,kyber1024,0
621,clean,0,13292,123,kyber1024,0
622,clean,0,13250,123,kyber1024,0
623,clean,0,13292,123,kyber1024,0
624,clean,0,13291,123,kyber1024,0
625,clean,0,13250,123,kyber1024,0
626,clean,0,13291,123,kyber1024,0
627,clean,0,13334,123,kyber1024,0
628,clean,0,13375,123,kyber1024,0
629,clean,0,13250,123,kyber1024,0
630,clean,0,13250,123,kyber1024,0
631,clean,0,13375,123,kyber1024,0
632,clean,0,13375,123,kyber1024,0
633,clean,0,13250,123,kyber1024,0
634,clean,0,13292,123,kyber1024,0
635,clean,0,13250,123,kyber1024,0
636,clean,0,13292,123,kyber1024,0
637,clean,0,13333,123,kyber1024,0
638,clean,0,13250,123,kyber1024,0
639,clean,0,13250,123,kyber1024,0
640,clean,0,13375,123,kyber1024,0
641,clean,0,13333,123,kyber1024,0
642,clean,0,13292,123,kyber1024,0
643,clean,0,13250,123,kyber1024,0
644,clean,0,13291,123,kyber1024,0
645,clean,0,13250,123,kyber1024,0
646,clean,0,13375,123,kyber1024,0
647,clean,0,13292,123,kyber1024,0
648,clean,0,13208,123,kyber1024,0
649,clean,0,13292,123,kyber1024,0
650,clean,0,13333,123,kyber1024,0
651,clean,0,13250,123,kyber1024,0
652,clean,0,13458,123,kyber1024,0
653,clean,0,13292,123,kyber1024,0
654,clean,0,13291,123,kyber1024,0
655,clean,0,13250,123,kyber1024,0
656,clean,0,13334,123,kyber1024,0
657,clean,0,13292,123,kyber1024,0
658,clean,0,13167,123,kyber1024,0
659,clean,0,13292,123,kyber1024,0
660,clean,0,13333,123,kyber1024,0
661,clean,0,13250,123,kyber1024,0
662,clean,0,13250,123,kyber1024,0
663,clean,0,13291,123,kyber1024,0
664,clean,0,13292,123,kyber1024,0
665,clean,0,13208,123,kyber1024,0
666,clean,0,13250,123,kyber1024,0
667,clean,0,13291,123,kyber1024,0
668,clean,0,13250,123,kyber1024,0
669,clean,0,13333,123,kyber1024,0
670,clean,0,13292,123,kyber1024,0
671,clean,0,13292,123,kyber1024,0
672,clean,0,13291,123,kyber1024,0
673,clean,0,13292,123,kyber1024,0
674,clean,0,13209,123,kyber1024,0
675,clean,0,13208,123,kyber1024,0
676,clean,0,13333,123,kyber1024,0
677,clean,0,13292,123,kyber1024,0
678,clean,0,13208,123,kyber1024,0
679,clean,0,13334,123,kyber1024,0
680,clean,0,13333,123,kyber1024,0
681,clean,0,13250,123,kyber1024,0
682,clean,0,13292,123,kyber1024,0
683,clean,0,13250,123,kyber1024,0
684,clean,0,13333,123,kyber1024,0
685,clean,0,13292,123,kyber1024,0
686,clean,0,13292,123,kyber1024,0
687,clean,0,13292,123,kyber1024,0
688,clean,0,13250,123,kyber1024,0
689,clean,0,13292,123,kyber1024,0
690,clean,0,13292,123,kyber1024,0
691,clean,0,13333,123,kyber1024,0
692,clean,0,13292,123,kyber1024,0
